ID,Name,HOF,FY,LY,SP,POS,ASG,G,AB,R,H,DB,TP,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,DBTP,BBSB,AVG,SLG,OBP
schaapa01,"Schaal, Paul",N,1964,1974,11,3B,0,1128,3555,436,869,132,26,57,323,43,38,516,466,21,22,26,30,80,158,559,244,344,341
schmimi01,"Schmidt, Mike",Y,1972,1989,18,3B,0.67,2404,8352,1506,2234,408,59,548,1595,174,92,1507,1883,201,79,16,108,156,467,1681,267,527,380
schoere01,"Schoendienst, Red",Y,1945,1963,19,2B,0.53,2216,8479,1223,2449,427,78,84,773,89,27,606,346,15,21,97,19,180,505,695,289,387,337
schofdi01,"Schofield, Dick",N,1953,1971,19,SS,0,1321,3083,394,699,113,20,21,211,12,29,390,526,18,26,29,17,56,133,402,227,297,317
schofdi02,"Schofield, Dick",N,1983,1996,14,SS,0,1368,4299,505,989,137,32,56,353,120,41,446,684,11,48,109,26,59,169,566,230,316,308
sciosmi01,"Scioscia, Mike",N,1980,1992,13,C,0.15,1441,4373,398,1131,198,12,68,446,29,24,567,307,101,22,57,37,106,210,596,259,356,344
scottge02,"Scott, George",N,1966,1979,14,1B,0.21,2034,7433,957,1992,306,60,271,1051,69,57,699,1418,85,53,22,62,277,366,768,268,435,333
scottto01,"Scott, Tony",N,1973,1984,11,OF,0,991,2803,331,699,111,28,17,253,125,69,186,464,27,16,17,25,51,139,311,249,327,297
seguida01,"Segui, David",N,1990,2004,15,1B,0,1456,4847,683,1412,284,16,139,684,17,19,524,687,56,14,19,45,131,300,541,291,443,359
seitzke01,"Seitzer, Kevin",N,1986,1997,12,3B,0.17,1439,5278,739,1557,285,35,74,613,80,49,669,617,31,35,39,41,133,320,749,295,404,375
servasc01,"Servais, Scott",N,1991,2001,11,C,0,820,2493,243,611,130,2,63,319,3,6,183,407,31,46,35,21,73,132,186,245,375,306
sexsori01,"Sexson, Richie",N,1997,2008,12,1B,0.17,1367,4928,748,1286,260,17,306,943,14,13,588,1313,31,52,0,36,144,277,602,261,507,344
shelbjo01,"Shelby, John",N,1981,1991,11,OF,0,1036,3090,389,739,128,24,70,313,98,40,182,671,15,4,32,18,51,152,280,239,364,281
shiplcr01,"Shipley, Craig",N,1986,1998,11,3B,0,582,1345,155,364,63,6,20,138,33,17,47,191,7,17,15,9,29,69,80,271,371,302
shumpte01,"Shumpert, Terry",N,1990,2003,14,2B,0,854,1969,295,497,109,26,49,223,85,29,166,369,5,24,32,22,33,135,251,252,409,315
siebeno01,"Siebern, Norm",N,1956,1968,12,1B,0.25,1406,4481,662,1217,206,38,132,636,18,25,708,748,47,10,20,48,64,244,726,272,423,369
sierrru01,"Sierra, Ruben",N,1986,2006,20,OF,0.2,2186,8044,1084,2152,428,59,306,1322,142,52,610,1239,102,7,1,120,193,487,752,268,450,315
sievero01,"Sievers, Roy",N,1949,1965,17,1B,0.24,1887,6387,945,1703,292,42,318,1147,14,19,841,920,55,51,15,55,164,334,855,267,475,354
simmote01,"Simmons, Ted",N,1968,1988,21,C,0.38,2456,8680,1074,2472,483,47,248,1389,21,33,855,694,188,39,11,100,287,530,876,285,437,348
simsdu01,"Sims, Duke",N,1964,1974,11,C,0,843,2422,263,580,80,6,100,310,6,16,338,483,34,35,6,9,45,86,344,239,401,340
sinatma01,"Sinatro, Matt",N,1981,1992,10,C,0,140,252,20,48,6,1,1,21,2,1,17,35,1,1,5,1,11,7,19,190,234,244
singlke01,"Singleton, Ken",N,1970,1984,15,OF,0.2,2082,7189,985,2029,317,25,246,1065,21,36,1263,1246,125,17,29,60,248,342,1284,282,436,388
sizemte01,"Sizemore, Ted",N,1969,1980,12,2B,0,1411,5011,577,1311,188,21,23,430,59,46,469,350,60,20,110,38,138,209,528,262,321,325
skinnbo01,"Skinner, Bob",N,1954,1966,12,OF,0.17,1381,4318,642,1198,197,58,103,531,67,36,485,646,53,17,33,20,81,255,552,277,421,351
skowrbi01,"Skowron, Bill",N,1954,1967,14,1B,0.43,1658,5547,681,1566,243,53,211,888,16,18,383,870,48,54,17,45,192,296,399,282,459,332
slaugdo01,"Slaught, Don",N,1982,1997,16,C,0,1327,4063,415,1151,235,28,77,476,18,15,311,559,28,42,48,38,115,263,329,283,412,338
smallro02,"Smalley, Roy",N,1975,1987,13,SS,0.08,1653,5657,745,1454,244,25,163,694,27,34,771,908,47,14,98,54,121,269,798,257,395,345
smithal04,"Smith, Al",N,1953,1964,12,OF,0.17,1517,5357,843,1458,258,46,164,676,67,43,674,768,30,63,35,43,127,304,741,272,429,358
smithch04,"Smith, Charley",N,1960,1969,10,3B,0,771,2484,228,594,83,18,69,281,7,12,130,565,19,14,38,20,60,101,137,239,370,279
smithha08,"Smith, Hal",N,1955,1964,10,C,0,879,2682,269,715,148,10,58,323,7,10,196,361,12,14,20,29,92,158,203,267,394,317
smithlo01,"Smith, Lonnie",N,1978,1994,17,OF,0.06,1613,5170,909,1488,273,58,98,533,370,140,623,849,19,92,21,46,69,331,993,288,420,371
smithoz01,"Smith, Ozzie",Y,1978,1996,19,SS,0.79,2573,9396,1257,2460,402,69,28,793,580,148,1072,589,79,33,214,63,167,471,1652,262,328,337
smithre06,"Smith, Reggie",N,1966,1982,17,OF,0.41,1987,7033,1123,2020,363,57,314,1092,137,86,890,1030,115,33,8,86,150,420,1027,287,489,366
snidedu01,"Snider, Duke",Y,1947,1964,18,OF,0.44,2143,7161,1259,2116,358,85,407,1333,99,50,971,1237,104,21,52,32,166,443,1070,295,540,380
snowjt01,"Snow, J. T.",N,1992,2008,16,1B,0,1716,5641,798,1509,293,19,189,877,20,23,760,1142,61,64,24,64,135,312,780,268,427,357
snyderu01,"Snyder, Russ",N,1959,1970,12,OF,0,1365,3631,488,984,150,29,42,319,58,32,294,438,10,9,57,23,61,179,352,271,363,325
sojolu01,"Sojo, Luis",N,1990,2003,13,2B,0,848,2571,300,671,103,12,36,261,28,20,124,198,3,13,56,9,76,115,152,261,352,297
sorrepa01,"Sorrento, Paul",N,1989,1999,11,1B,0,1093,3412,454,876,176,5,166,565,8,15,426,844,54,21,4,27,81,181,434,257,457,340
spangal01,"Spangler, Al",N,1959,1971,13,OF,0,912,2267,307,594,87,26,21,175,37,32,295,234,23,11,23,19,20,113,332,262,351,347
speiech01,"Speier, Chris",N,1971,1989,19,SS,0.16,2260,7156,770,1759,302,50,112,720,42,54,847,988,106,35,73,44,183,352,889,246,349,327
spencda01,"Spencer, Daryl",N,1952,1963,10,SS,0,1098,3689,457,901,145,20,105,428,13,7,449,516,25,20,21,27,103,165,462,244,380,327
spencji01,"Spencer, Jim",N,1968,1982,15,1B,0.07,1553,4908,541,1227,179,27,146,599,11,19,407,582,86,17,35,42,124,206,418,250,387,307
spierbi01,"Spiers, Bill",N,1989,2001,13,SS,0,1251,3408,477,922,158,35,37,388,97,43,355,496,21,18,42,22,73,193,452,271,370,341
spiezsc01,"Spiezio, Scott",N,1996,2007,12,1B,0,1274,3899,517,996,225,27,119,549,33,23,412,594,35,35,25,41,77,252,445,255,419,329
spilmha01,"Spilman, Harry",N,1978,1989,12,1B,0,563,810,96,192,34,1,18,117,1,2,81,126,8,3,3,9,16,35,82,237,348,306
spraged02,"Sprague, Ed",N,1991,2001,11,3B,0.09,1203,4095,506,1010,225,12,152,558,6,12,358,833,21,91,6,37,106,237,364,247,419,318
squirmi01,"Squires, Mike",N,1975,1985,10,1B,0,779,1580,211,411,53,10,6,141,45,28,143,108,13,5,38,12,31,63,188,260,318,321
stahlla01,"Stahl, Larry",N,1964,1973,10,OF,0,730,1721,167,400,58,19,36,163,22,16,142,357,17,6,12,8,21,77,164,232,351,292
stanlfr01,"Stanley, Fred",N,1969,1982,14,SS,0,816,1650,197,356,38,5,10,120,11,6,196,243,4,7,47,6,28,43,207,216,263,301
stanlmi01,"Stanley, Mickey",N,1964,1978,15,OF,0,1516,5022,641,1243,201,48,117,500,44,23,371,564,32,8,42,34,133,249,415,248,377,298
stanlmi02,"Stanley, Mike",N,1986,2000,15,C,0.07,1467,4222,625,1138,220,7,187,702,13,4,652,929,25,48,15,52,108,227,665,270,458,370
stargwi01,"Stargell, Willie",Y,1962,1982,21,OF,0.33,2360,7927,1195,2232,423,55,475,1540,17,16,937,1936,227,78,9,75,143,478,954,282,529,360
staubru01,"Staub, Rusty",N,1963,1985,23,OF,0.26,2951,9720,1189,2716,499,47,292,1466,47,33,1255,888,193,79,56,119,297,546,1302,279,431,362
stearjo01,"Stearns, John",N,1974,1984,11,C,0.36,810,2681,334,696,152,10,46,312,91,51,323,294,25,25,23,30,80,162,414,260,375,341
steinbi02,"Stein, Bill",N,1972,1985,14,3B,0,959,2811,268,751,122,18,44,311,16,16,186,413,21,14,31,25,74,140,202,267,370,313
steinte01,"Steinbach, Terry",N,1986,1999,14,C,0.21,1546,5369,638,1453,273,21,162,745,23,22,418,938,31,48,15,46,176,294,441,271,420,326
stennre01,"Stennett, Rennie",N,1971,1981,11,2B,0,1237,4521,500,1239,177,41,41,432,75,54,207,348,41,16,33,33,112,218,282,274,359,306
stephge01,"Stephens, Gene",N,1952,1964,12,OF,0,964,1913,283,460,78,15,37,207,27,20,233,322,5,14,17,18,16,93,260,240,355,325
stephjo02,"Stephenson, John",N,1964,1973,10,C,0,451,989,83,214,37,3,12,93,0,1,63,118,15,12,8,4,38,40,63,216,296,271
stevele01,"Stevens, Lee",N,1990,2002,10,1B,0,1012,3332,440,847,185,15,144,531,9,16,345,832,50,10,5,32,93,200,354,254,448,323
stewaji01,"Stewart, Jimmy",N,1963,1973,10,OF,0,777,1420,164,336,45,14,8,112,38,20,139,218,9,8,22,13,18,59,177,237,305,306
stewash01,"Stewart, Shannon",N,1995,2008,14,OF,0,1386,5574,853,1653,315,41,115,580,196,71,504,684,16,74,15,38,115,356,700,297,430,360
stinnke01,"Stinnett, Kelly",N,1994,2007,14,C,0,734,2033,228,476,91,4,65,230,10,5,196,567,26,42,12,7,39,95,206,234,379,313
stinsbo01,"Stinson, Bob",N,1969,1980,12,C,0,652,1634,166,408,61,7,33,180,8,10,201,254,16,23,31,16,41,68,209,250,356,337
strawda01,"Strawberry, Darryl",N,1983,1999,17,OF,0.47,1583,5418,898,1401,256,38,335,1000,221,99,816,1352,131,38,1,53,64,294,1037,259,505,357
stuardi01,"Stuart, Dick",N,1958,1969,10,1B,0.1,1112,3997,506,1055,157,30,228,743,2,7,301,957,34,22,6,37,118,187,303,264,489,316
stubbfr01,"Stubbs, Franklin",N,1984,1995,10,1B,0,945,2591,323,602,109,12,104,348,74,28,260,626,38,10,19,19,36,121,334,232,404,303
stynech01,"Stynes, Chris",N,1995,2004,10,3B,0,828,2326,351,640,118,9,51,265,49,16,191,308,9,22,23,11,48,127,240,275,399,335
summech01,"Summers, Champ",N,1974,1984,11,OF,0,698,1371,199,350,63,4,54,218,15,13,188,244,17,19,3,12,35,67,203,255,425,350
sundbji01,"Sundberg, Jim",N,1974,1989,16,C,0.19,1962,6021,621,1493,243,36,95,624,20,37,699,963,31,22,118,38,159,279,719,248,348,327
surhobj01,"Surhoff, B. J.",N,1987,2005,19,OF,0.05,2313,8258,1062,2326,440,42,188,1153,141,84,640,839,81,33,71,104,169,482,781,282,413,332
suthega01,"Sutherland, Gary",N,1966,1978,13,2B,0,1031,3104,308,754,109,10,24,239,11,24,207,219,20,10,46,18,85,119,218,243,308,291
sveumda01,"Sveum, Dale",N,1986,1999,12,SS,0,862,2526,305,597,125,13,69,340,10,18,227,656,12,6,26,25,53,138,237,236,378,298
sweenma01,"Sweeney, Mark",N,1995,2008,14,OF,0,1218,1830,220,464,101,9,42,250,16,9,259,425,14,12,12,18,35,110,275,254,387,347
tablepa01,"Tabler, Pat",N,1981,1992,12,1B,0.08,1202,3911,454,1101,190,25,47,512,16,20,375,559,22,24,15,37,113,215,391,282,379,345
tartada01,"Tartabull, Danny",N,1984,1997,14,OF,0.07,1406,5011,756,1366,289,22,262,925,37,30,768,1362,47,17,2,44,110,311,805,273,496,368
taubeed01,"Taubensee, Ed",N,1991,2001,11,C,0,975,2874,351,784,151,9,94,419,11,10,255,574,29,9,10,30,50,160,266,273,430,331
taverfr01,"Taveras, Frank",N,1971,1982,11,SS,0,1150,4043,503,1029,144,44,2,214,300,106,249,474,9,24,67,16,65,188,549,255,313,301
tayloha04,"Taylor, Hawk",N,1957,1970,11,C,0,394,724,56,158,25,0,16,82,0,3,36,146,4,4,0,2,22,25,36,218,319,258
tayloto02,"Taylor, Tony",N,1958,1976,19,2B,0.05,2195,7680,1005,2007,298,86,75,598,234,111,613,1083,49,78,91,39,166,384,847,261,352,321
templga01,"Templeton, Garry",N,1976,1991,16,SS,0.19,2079,7721,893,2096,329,106,70,728,242,129,375,1092,144,9,57,46,167,435,617,271,369,304
templjo01,"Temple, Johnny",N,1952,1964,13,2B,0.31,1420,5218,720,1484,208,36,22,395,140,48,648,338,5,13,122,34,79,244,788,284,351,363
tenacge01,"Tenace, Gene",N,1969,1983,15,C,0.07,1555,4390,653,1060,179,20,201,674,36,42,984,998,58,91,21,39,77,199,1020,241,429,388
tettlmi01,"Tettleton, Mickey",N,1984,1997,14,C,0.14,1485,4698,711,1132,210,16,245,732,23,29,949,1307,72,30,21,47,86,226,972,241,449,369
teufeti01,"Teufel, Tim",N,1983,1993,11,2B,0,1073,3112,415,789,185,12,86,379,23,19,387,531,23,12,27,24,85,197,410,254,404,336
thomade01,"Thomas, Derrel",N,1971,1985,15,2B,0,1597,4677,585,1163,154,54,43,370,140,92,456,593,32,25,81,29,73,208,596,249,332,317
thomafr03,"Thomas, Frank",N,1951,1966,16,OF,0.19,1766,6285,792,1671,262,31,286,962,15,22,484,894,55,51,26,70,191,293,499,266,454,320
thomage01,"Thomas, George",N,1957,1971,13,OF,0,685,1688,203,430,71,9,46,202,13,12,138,343,4,18,10,11,31,80,151,255,389,316
thomago01,"Thomas, Gorman",N,1973,1986,13,OF,0.08,1436,4677,681,1051,212,13,268,782,50,49,697,1339,41,18,41,53,84,225,747,225,448,324
thompja01,"Thompson, Jason",N,1976,1986,11,1B,0.27,1418,4802,640,1253,204,12,208,782,8,7,816,862,70,9,5,54,113,216,824,261,438,366
thompmi02,"Thompson, Milt",N,1984,1996,13,OF,0,1359,3761,491,1029,156,37,47,357,214,66,336,635,46,22,20,16,60,193,550,274,372,335
thompro01,"Thompson, Robby",N,1986,1996,11,2B,0.18,1304,4612,671,1187,238,39,119,458,103,62,439,987,8,66,99,19,72,277,542,257,403,329
thondi01,"Thon, Dickie",N,1979,1993,15,SS,0.07,1387,4449,496,1176,193,42,71,435,167,63,348,658,51,9,30,35,77,235,515,264,374,317
thornan01,"Thornton, Andre",N,1973,1987,14,1B,0.14,1565,5291,792,1342,244,22,253,895,48,37,876,851,69,41,14,71,129,266,924,254,452,360
tolanbo01,"Tolan, Bobby",N,1965,1979,13,OF,0,1282,4238,572,1121,173,34,86,497,193,100,258,587,27,65,64,39,91,207,451,265,382,314
tollewa01,"Tolleson, Wayne",N,1981,1990,10,SS,0,863,2322,301,559,60,17,9,133,108,41,219,384,0,8,53,11,40,77,327,241,293,307
torboje01,"Torborg, Jeff",N,1964,1973,10,C,0,574,1391,78,297,42,3,8,101,3,6,103,189,29,4,17,10,36,45,106,214,265,268
torgeea01,"Torgeson, Earl",N,1947,1961,15,1B,0,1668,4969,848,1318,215,46,149,740,133,39,980,653,7,8,55,25,113,261,1113,265,417,385
torrejo01,"Torre, Joe",N,1960,1977,18,C,0.5,2209,7874,996,2342,344,59,252,1185,23,29,779,1094,127,85,13,50,284,403,802,297,452,365
tovarce01,"Tovar, Cesar",N,1965,1976,12,OF,0,1488,5569,834,1546,253,55,46,435,226,108,413,410,23,88,73,34,58,308,639,278,368,335
trammal01,"Trammell, Alan",N,1977,1996,20,SS,0.3,2293,8288,1231,2365,412,55,185,1003,236,109,850,874,48,37,124,76,156,467,1086,285,415,352
trevial01,"Trevino, Alex",N,1978,1990,13,C,0,939,2430,245,604,117,10,23,244,19,11,205,317,30,19,27,20,78,127,224,249,333,310
triangu01,"Triandos, Gus",N,1953,1965,13,C,0.23,1206,3907,389,954,147,6,167,608,1,0,440,636,49,21,26,32,128,153,441,244,413,322
trillma01,"Trillo, Manny",N,1973,1989,17,2B,0.24,1780,5950,598,1562,239,33,61,571,56,57,452,742,35,34,88,49,143,272,508,263,345,316
tuckemi01,"Tucker, Michael",N,1995,2006,12,OF,0,1417,4083,625,1047,208,49,125,528,114,56,490,960,31,39,41,33,67,257,604,256,423,339
turneje01,"Turner, Jerry",N,1974,1983,10,OF,0,733,1742,222,448,73,9,45,238,45,24,159,245,17,7,8,15,27,82,204,257,387,319
tuttlbi01,"Tuttle, Bill",N,1952,1963,11,OF,0,1270,4268,578,1105,149,47,67,443,38,44,480,416,18,13,52,29,143,196,518,259,363,334
tysonmi01,"Tyson, Mike",N,1972,1981,10,2B,0,1017,2959,281,714,118,28,27,269,23,18,175,411,56,14,30,22,70,146,198,241,327,285
unserde01,"Unser, Del",N,1968,1982,15,OF,0,1799,5215,617,1344,179,42,87,481,64,60,481,675,62,9,65,43,62,221,545,258,358,319
upshawi01,"Upshaw, Willie",N,1978,1988,10,1B,0,1264,4203,596,1103,199,45,123,528,88,59,452,642,50,23,30,28,60,244,540,262,419,335
uribejo01,"Uribe, Jose",N,1984,1993,10,SS,0,1038,3064,307,738,99,34,19,219,74,46,256,425,84,4,37,8,33,133,330,241,314,300
vailmi01,"Vail, Mike",N,1975,1984,10,OF,0,665,1604,146,447,71,11,34,219,3,17,81,317,5,5,2,13,43,82,84,279,400,313
valenbo02,"Valentine, Bobby",N,1969,1979,10,SS,0,639,1698,176,441,59,9,12,157,27,20,140,134,5,9,35,27,49,68,167,260,326,315
valenel01,"Valentine, Ellis",N,1975,1985,10,OF,0.1,894,3166,380,881,169,15,123,474,59,37,180,462,9,7,5,34,81,184,239,278,458,315
valenja01,"Valentin, Javier",N,1997,2008,10,C,0,631,1507,154,379,82,5,45,210,0,0,131,257,12,4,4,17,39,87,131,251,402,310
valenjo02,"Valentin, John",N,1992,2002,11,SS,0,1105,3917,614,1093,281,17,124,558,47,31,463,524,15,53,36,42,91,298,510,279,454,360
valenjo03,"Valentin, Jose",N,1992,2007,16,SS,0,1678,5539,872,1348,302,41,249,816,136,56,630,1294,54,29,70,49,66,343,766,243,448,321
valleda01,"Valle, Dave",N,1984,1996,13,C,0,970,2775,314,658,121,12,77,350,5,7,258,413,11,63,33,17,105,133,263,237,373,314
valoel01,"Valo, Elmer",N,1940,1961,20,OF,0,1806,5029,768,1420,228,73,58,601,110,79,942,284,12,38,65,17,111,301,1052,282,391,398
vandejo02,"Vander Wal, John",N,1991,2004,14,OF,0,1372,2751,374,717,170,18,97,430,38,20,385,698,32,8,2,20,53,188,423,261,441,351
vanslan01,"Van Slyke, Andy",N,1983,1995,13,OF,0.23,1658,5711,835,1562,293,91,164,792,245,59,667,1063,55,27,12,61,94,384,912,274,443,349
vaughgr01,"Vaughn, Greg",N,1989,2003,15,OF,0.27,1731,6103,1017,1475,284,23,355,1072,121,59,865,1513,54,37,11,54,101,307,986,242,470,337
velarra01,"Velarde, Randy",N,1987,2002,16,2B,0,1273,4244,633,1171,214,23,100,445,78,37,463,853,6,49,38,19,118,237,541,276,408,352
velezot01,"Velez, Otto",N,1973,1983,11,OF,0,637,1802,244,452,87,11,78,272,6,10,336,414,17,11,9,16,41,98,342,251,441,369
venabma01,"Venable, Max",N,1979,1991,12,OF,0,727,1397,176,337,57,17,18,128,64,18,120,218,9,7,23,13,18,74,184,241,345,302
venturo01,"Ventura, Robin",N,1989,2004,16,3B,0.12,2079,7064,1006,1885,338,14,294,1182,24,38,1075,1179,132,23,33,76,176,352,1099,267,444,362
versazo01,"Versalles, Zoilo",N,1959,1971,12,SS,0.17,1400,5141,650,1246,230,63,95,471,97,48,318,810,26,40,50,29,92,293,415,242,367,290
veryzto01,"Veryzer, Tom",N,1973,1984,12,SS,0,996,2848,250,687,84,12,14,231,9,23,143,329,8,33,49,25,62,96,152,241,294,283
vidrojo01,"Vidro, Jose",N,1997,2008,12,2B,0.25,1418,5113,720,1524,341,12,128,654,23,16,478,556,35,37,36,44,145,353,501,298,445,359
vinafe01,"Vina, Fernando",N,1993,2004,12,2B,0.08,1148,4240,627,1196,194,49,40,343,116,67,288,292,11,157,33,24,71,243,404,282,379,348
virdobi01,"Virdon, Bill",N,1955,1968,12,OF,0,1583,5980,735,1596,237,81,91,502,47,54,442,647,41,8,53,39,84,318,489,267,379,316
virgioz02,"Virgil, Ozzie",N,1980,1990,11,C,0.18,739,2258,258,549,84,6,98,307,4,5,248,453,21,29,8,12,81,90,252,243,416,324
vizcajo01,"Vizcaino, Jose",N,1989,2006,18,SS,0,1820,5379,633,1453,204,47,36,480,74,62,378,729,33,16,107,38,105,251,452,270,346,318
vukovjo01,"Vukovich, John",N,1970,1981,10,3B,0,277,559,37,90,14,1,6,44,4,5,29,109,3,2,12,5,9,15,33,161,222,203
wagnele01,"Wagner, Leon",N,1958,1969,12,OF,0.17,1352,4426,636,1202,150,15,211,669,54,24,435,656,64,43,11,35,61,165,489,272,455,340
walbema01,"Walbeck, Matt",N,1993,2003,11,C,0,682,2109,215,492,79,5,28,208,13,12,133,343,4,10,14,14,56,84,146,233,315,280
walkech01,"Walker, Chico",N,1980,1993,11,OF,0,526,1217,150,299,37,7,17,116,67,19,109,212,7,1,6,15,22,44,176,246,329,305
walkela01,"Walker, Larry",N,1989,2005,17,OF,0.29,1988,6907,1355,2160,471,62,383,1311,230,76,913,1231,117,138,7,65,153,533,1143,313,565,400
walketo04,"Walker, Todd",N,1996,2007,12,2B,0,1288,4554,647,1316,284,30,107,545,66,37,421,571,34,16,18,46,102,314,487,289,435,348
wallati01,"Wallach, Tim",N,1980,1996,17,3B,0.29,2212,8099,908,2085,432,36,260,1125,51,66,649,1307,89,77,6,77,192,468,700,257,416,316
wallide01,"Walling, Denny",N,1975,1992,18,3B,0,1271,2945,372,799,142,30,49,380,44,18,308,316,29,4,6,24,57,172,352,271,390,339
wallsle01,"Walls, Lee",N,1952,1964,10,OF,0.1,902,2558,331,670,88,31,66,284,21,18,245,470,6,16,34,15,61,119,266,262,398,329
waltoje01,"Walton, Jerome",N,1989,1998,10,OF,0,598,1573,241,423,77,8,25,132,58,29,138,280,2,19,16,14,25,85,196,269,376,333
wardda01,"Ward, Daryle",N,1998,2008,11,OF,0,948,2234,242,588,131,5,90,379,1,6,192,422,36,9,0,27,66,136,193,263,447,320
wardga01,"Ward, Gary",N,1979,1990,12,OF,0.17,1287,4479,594,1236,196,41,130,597,83,30,351,775,28,13,14,35,152,237,434,276,425,328
wardtu01,"Ward, Turner",N,1990,2001,12,OF,0,626,1548,210,389,73,11,39,219,33,15,186,247,11,13,20,22,36,84,219,251,388,332
washicl01,"Washington, Claudell",N,1974,1990,17,OF,0.12,1912,6787,926,1884,334,69,164,824,312,134,468,1266,77,36,25,51,140,403,780,278,420,325
washiro01,"Washington, Ron",N,1977,1989,10,SS,0,564,1586,190,414,65,22,20,146,28,18,65,266,1,9,16,13,31,87,93,261,368,292
washiul01,"Washington, U. L.",N,1977,1987,11,SS,0,907,2797,358,703,103,36,27,255,132,53,261,409,6,1,44,21,33,139,393,251,343,313
wathajo01,"Wathan, John",N,1976,1985,10,C,0,860,2505,305,656,90,25,21,261,105,36,199,265,10,14,28,18,89,115,304,262,343,318
watsobo01,"Watson, Bob",N,1966,1984,19,1B,0.11,1832,6185,802,1826,307,41,184,989,27,28,653,796,98,48,11,65,173,348,680,295,447,364
webstle01,"Webster, Lenny",N,1989,2000,12,C,0,587,1450,157,368,73,2,33,176,1,3,140,209,5,12,11,4,53,75,141,254,375,324
webstmi01,"Webster, Mitch",N,1983,1995,13,OF,0,1265,3419,504,900,150,55,70,342,160,73,325,578,28,28,47,30,42,205,485,263,401,330
wehnejo01,"Wehner, John",N,1991,2001,11,3B,0,461,804,99,200,33,4,4,54,15,7,73,136,5,1,16,3,18,37,88,249,315,311
weisal01,"Weis, Al",N,1962,1971,10,2B,0,800,1578,195,346,45,11,7,115,55,22,117,299,11,14,45,9,24,56,172,219,275,278
weisswa01,"Weiss, Walt",N,1987,2000,14,SS,0.07,1495,4686,623,1207,182,31,25,386,96,35,658,658,38,40,89,42,75,213,754,258,326,351
wertzvi01,"Wertz, Vic",N,1947,1963,17,OF,0.24,1862,6099,867,1692,289,42,266,1178,9,19,828,842,33,27,24,43,143,331,837,277,469,364
whitalo01,"Whitaker, Lou",N,1977,1995,19,2B,0.26,2390,8570,1386,2369,420,65,244,1084,143,75,1197,1099,79,20,89,91,143,485,1340,276,426,363
whitebi03,"White, Bill",N,1956,1969,13,1B,0.38,1673,5972,843,1706,278,65,202,870,103,68,596,927,70,28,39,45,82,343,699,286,455,351
whitede03,"White, Devon",N,1985,2001,17,OF,0.18,1941,7344,1125,1934,378,71,208,846,346,98,541,1526,32,87,61,47,98,449,887,263,419,319
whitefr01,"White, Frank",N,1973,1990,18,2B,0.28,2324,7859,912,2006,407,58,160,886,178,83,412,1035,27,30,101,65,156,465,590,255,383,293
whiteje01,"White, Jerry",N,1974,1986,11,OF,0,646,1196,155,303,50,9,21,109,57,28,148,174,7,7,7,9,13,59,205,253,363,337
whitema01,"Whiten, Mark",N,1990,2000,11,OF,0,940,3104,465,804,129,20,105,423,78,40,378,712,42,17,5,17,81,149,456,259,415,341
whitero01,"White, Roy",N,1965,1979,15,OF,0.13,1881,6650,964,1803,300,51,160,758,233,117,934,708,66,29,53,69,123,351,1167,271,404,360
whitero02,"White, Rondell",N,1993,2007,15,OF,0.07,1474,5357,756,1519,296,34,198,768,94,47,360,925,21,88,5,42,143,330,454,284,462,336
whitesa02,"White, Sammy",N,1951,1962,11,C,0.09,1043,3502,324,916,167,20,66,421,14,15,218,381,27,12,33,23,129,187,232,262,377,305
whitfte01,"Whitfield, Terry",N,1974,1986,10,OF,0,730,1913,233,537,93,12,33,179,18,24,138,288,20,10,32,13,44,105,156,281,394,330
whitter01,"Whitt, Ernie",N,1976,1991,15,C,0.07,1328,3774,447,938,176,15,134,534,22,26,436,491,43,4,20,37,97,191,458,249,410,324
widgech01,"Widger, Chris",N,1995,2006,10,C,0,613,1826,180,435,104,7,55,222,10,9,141,384,7,14,6,11,34,111,151,238,393,296
wilforo01,"Wilfong, Rob",N,1977,1987,11,2B,0,959,2690,318,668,97,23,39,261,54,33,205,387,13,14,86,19,26,120,259,248,345,303
wilkecu01,"Wilkerson, Curt",N,1983,1993,11,SS,0,972,2452,272,600,78,23,8,179,81,43,138,403,8,12,32,17,39,101,219,245,305,286
wilkiri01,"Wilkins, Rick",N,1991,2001,11,C,0,720,2114,280,515,95,7,81,275,9,12,278,571,42,13,9,21,34,102,287,244,410,332
willibe02,"Williams, Bernie",N,1991,2006,16,OF,0.31,2076,7869,1366,2336,449,55,287,1257,147,87,1069,1212,97,39,12,64,223,504,1216,297,477,381
willibi01,"Williams, Billy",Y,1959,1976,18,OF,0.33,2488,9350,1410,2711,434,88,426,1475,90,49,1045,1046,182,43,8,73,200,522,1135,290,492,361
willidi02,"Williams, Dick",N,1951,1964,13,OF,0,1023,2959,358,768,157,12,70,331,12,21,227,392,12,12,42,25,97,169,239,260,392,312
willied01,"Williams, Eddie",N,1986,1998,10,1B,0,395,1145,146,288,47,2,39,150,2,6,101,216,8,17,7,10,50,49,103,252,398,319
willige02,"Williams, Gerald",N,1992,2005,14,OF,0,1168,3059,474,780,183,18,85,365,106,57,180,530,8,31,31,22,60,201,286,255,410,301
willima04,"Williams, Matt",N,1987,2003,17,3B,0.29,1866,7000,997,1878,338,35,378,1218,53,35,469,1363,86,55,9,62,182,373,522,268,489,317
